id,x,y,z,mass,vx,vy,vz,eps
0,0.471854,0.109532,0.898546,0.0427048,1.50598,-0.201938,0.211511,0.440171
1,0.155792,0.362259,1.14432,0.0427048,-0.827354,-1.04581,-0.657011,0.440171
2,-1.65319,0.135823,-0.696959,0.0427048,-0.118088,0.295221,-0.971446,0.440171
3,-0.210591,0.232564,0.439258,0.0427048,-0.30167,-1.97366,-1.14899,0.440171
4,-0.439041,-0.185291,-2.49282,0.0427048,0.554362,0.0457008,-0.186751,0.440171
5,-1.52558,1.21061,-2.2118,0.0427048,0.634363,0.211379,0.546641,0.440171
6,-0.965275,0.698453,1.73958,0.0427048,-0.545286,-0.999528,1.1108,0.440171
7,-1.0976,0.459807,-1.85199,0.0427048,-0.0719517,1.50955,0.172947,0.440171
8,2.48425,-2.95108,-0.96325,0.0427048,0.299756,-0.0986682,-0.295139,0.440171
9,-2.09847,-2.95628,1.02516,0.0427048,-0.627069,-0.321997,-0.0935786,0.440171
10,-0.711964,-0.257347,-0.754757,0.0427048,0.786308,-0.411092,2.33488,0.440171
11,-0.530605,3.41436,-1.97537,0.0427048,0.652301,0.334412,-0.043385,0.440171
12,0.368627,2.39676,2.9769,0.0427048,0.236031,0.858063,-0.179802,0.440171
13,0.854367,5.13899,-0.843117,0.0427048,-0.200771,-0.252562,-0.195157,0.440171
14,-1.55918,-0.953786,-2.36333,0.0427048,1.156,0.599742,-0.694605,0.440171
15,3.65349,-1.012,-2.08909,0.0427048,0.439587,-0.505155,-0.6431,0.440171
16,-2.81585,-0.429286,-1.29421,0.0427048,1.12255,0.991704,-0.601852,0.440171
17,1.04489,-3.85501,1.76673,0.0427048,-0.628641,-0.30678,-0.804044,0.440171
18,-3.14177,-1.10977,-1.38425,0.0427048,0.822509,-0.219284,-1.20469,0.440171
19,-2.40763,-1.67757,-0.243436,0.0427048,-1.08938,-1.01911,-1.09764,0.440171
20,1.26741,4.88141,-0.877192,0.0427048,0.615011,0.503758,0.410406,0.440171
21,1.50043,-2.44044,-1.90487,0.0427048,1.07237,-0.979038,-0.572451,0.440171
22,-3.23399,0.0162688,-3.69414,0.0427048,-0.564149,-0.0476367,0.455138,0.440171
23,0.42857,1.28983,3.58556,0.0427048,-0.959841,0.806062,-0.168825,0.440171
24,-3.11359,2.50224,-1.63961,0.0427048,-0.90816,0.976343,0.00920154,0.440171
25,-1.21389,0.855098,-4.12584,0.0427048,-0.269686,0.634108,0.779697,0.440171
26,3.239,2.00569,-0.672451,0.0427048,-1.47169,0.842717,0.122793,0.440171
27,3.2138,-1.07838,-0.744054,0.0427048,0.285186,-1.7437,-0.516945,0.440171
28,-1.48223,1.42244,0.122353,0.0427048,0.321128,-1.43436,1.9425,0.440171
29,2.7438,0.681859,1.0507,0.0427048,0.297014,-0.612748,-1.87765,0.440171
30,-4.48599,3.02708,-2.48993,0.0427048,0.222634,-0.00132148,0.868821,0.440171
31,-3.79855,1.10237,-1.10914,0.0427048,-0.663264,-1.5182,-0.148416,0.440171
32,2.21175,-1.77364,-1.82359,0.0427048,-0.0836983,-1.5417,-1.04455,0.440171
33,0.866578,-3.50561,-0.463301,0.0427048,-0.290253,1.60525,-0.93484,0.440171
34,-3.01548,1.16008,-3.02512,0.0427048,1.0967,0.507611,-0.755921,0.440171
35,-5.56845,1.32878,3.75112,0.0427048,-0.0434552,0.474987,-0.102313,0.440171
36,-2.18231,1.20153,0.0304236,0.0427048,1.43884,-0.369669,1.83054,0.440171
37,5.99783,-0.716934,-1.68718,0.0427048,-0.424708,-0.384544,0.874633,0.440171
38,-4.81473,3.801,3.25359,0.0427048,0.465607,-0.342787,0.218591,0.440171
39,-3.1958,6.26511,-2.32621,0.0427048,-0.521148,0.297357,-0.0520973,0.440171
40,5.66757,1.55411,1.91452,0.0427048,1.00065,0.271229,0.448412,0.440171
41,-4.20898,1.83418,0.157685,0.0427048,0.832107,0.614438,-1.35058,0.440171
42,-1.88043,-2.09629,-4.19148,0.0427048,0.246178,-0.975725,0.766804,0.440171
43,0.951522,2.43387,-2.81165,0.0427048,-1.21797,-1.25197,-0.172898,0.440171
44,-1.57435,-3.17284,-1.55542,0.0427048,-1.41695,-0.305928,1.17645,0.440171
45,-4.5005,2.70098,-3.09322,0.0427048,-0.760596,0.836813,0.0235769,0.440171
46,0.000880122,-5.37451,4.56705,0.0427048,0.396889,0.360693,-0.58588,0.440171
47,1.96441,-1.84797,-6.10188,0.0427048,0.274142,0.709742,0.067324,0.440171
48,0.229304,6.24605,-2.77165,0.0427048,-0.118395,0.995848,0.310446,0.440171
49,-6.19989,1.82731,1.55229,0.0427048,-0.812173,-0.868759,-0.254037,0.440171
50,-6.19162,3.76283,-3.72863,0.0427048,-0.30684,0.0526047,0.438907,0.440171
51,-4.34225,0.880393,-5.40376,0.0427048,0.294124,-0.637863,-0.41711,0.440171
52,3.86123,0.0927393,0.554552,0.0427048,-0.494478,-1.90589,0.607655,0.440171
53,-0.204939,-0.606478,-2.59253,0.0427048,1.5643,-1.23871,1.1193,0.440171
54,2.2835,1.77204,-3.16244,0.0427048,-0.658252,1.47789,0.726846,0.440171
55,1.10376,-4.35479,1.89317,0.0427048,0.21694,0.857751,-1.48772,0.440171
56,-0.855261,-3.68444,2.27134,0.0427048,-1.10194,1.44788,0.00637074,0.440171
57,0.502735,5.8793,-4.03035,0.0427048,-0.240965,-0.182689,-0.966213,0.440171
58,2.20504,4.68814,5.86315,0.0427048,0.421757,-0.0352737,0.529618,0.440171
59,-3.92993,0.406947,4.92424,0.0427048,0.109783,-0.0126136,-1.19032,0.440171
60,-1.56629,5.29076,2.28882,0.0427048,1.26704,-0.592184,0.503367,0.440171
61,-6.92812,-1.3557,2.33941,0.0427048,1.0213,0.148087,-0.613499,0.440171
62,-0.814604,8.51475,1.45701,0.0427048,0.4541,0.824991,0.293554,0.440171
63,-0.795669,-4.12218,3.68547,0.0427048,-0.761443,-0.898044,-0.98316,0.440171
64,-3.6821,-8.1786,-1.61787,0.0427048,-0.55042,0.688217,-0.138265,0.440171
65,2.25985,-5.6555,-3.06851,0.0427048,1.08886,0.373051,-0.66091,0.440171
66,10.1661,-1.58831,-1.70314,0.0427048,0.468663,-0.125179,0.0512729,0.440171
67,-1.7434,-3.50726,0.593567,0.0427048,1.90811,0.0284686,-1.06753,0.440171
68,-9.91857,-0.456136,-3.03071,0.0427048,-0.207792,-0.356531,0.243125,0.440171
69,0.516745,-4.82706,-1.29853,0.0427048,-0.658406,-0.153366,-1.79569,0.440171
70,-7.71969,0.710391,-1.48767,0.0427048,0.595647,1.1285,-0.286139,0.440171
71,4.44458,3.28174,0.189782,0.0427048,-1.55963,0.842113,-0.59908,0.440171
72,0.437774,0.102532,-8.44401,0.0427048,-0.41991,-0.492142,-0.285708,0.440171
73,8.77798,2.14042,-3.27673,0.0427048,0.520122,0.0603655,-0.672002,0.440171
74,10.5149,4.93954,-0.0516536,0.0427048,0.114049,0.342614,0.30211,0.440171
75,-3.2242,0.300486,8.04579,0.0427048,0.547192,0.395638,0.325039,0.440171
76,0.383298,-0.38189,-0.848334,0.0427048,-2.72106,1.53754,-0.96782,0.440171
77,-1.50782,7.81296,0.482086,0.0427048,-0.796449,-0.977731,0.625742,0.440171
78,5.81051,2.54924,0.646402,0.0427048,-1.61771,-0.570104,-0.227805,0.440171
79,9.23695,4.4646,-2.22962,0.0427048,-0.257921,0.356362,0.631935,0.440171
80,-2.9006,-0.190316,-3.31851,0.0427048,-0.0720557,-0.938009,-1.74284,0.440171
81,-4.99409,-2.8372,4.0943,0.0427048,-0.429349,0.292531,-1.29391,0.440171
82,-1.55848,1.46257,-1.84263,0.0427048,1.37322,-1.30025,-1.66625,0.440171
83,4.38181,6.36269,-5.49062,0.0427048,-0.458903,-0.351977,-0.637315,0.440171
84,0.757645,1.57184,-3.36001,0.0427048,-2.12297,-0.211792,-0.303372,0.440171
85,-1.82928,-5.02905,-5.72055,0.0427048,-0.815329,-0.783011,0.413977,0.440171
86,5.27357,-3.37574,7.83861,0.0427048,0.411167,0.408948,-0.278793,0.440171
87,5.70294,1.06988,-3.96269,0.0427048,0.218797,-0.276844,-1.45976,0.440171
88,0.932719,1.07585,-2.07094,0.0427048,-0.131247,2.03919,1.67916,0.440171
89,-4.33525,6.122,5.97117,0.0427048,-0.229235,0.0826913,0.878195,0.440171
90,4.34066,-1.23824,8.20966,0.0427048,0.172268,-0.814583,0.0983056,0.440171
91,-6.77892,9.97235,-2.79764,0.0427048,0.419019,-0.0571887,0.0409841,0.440171
92,-3.05172,0.47448,-8.27211,0.0427048,0.665136,-0.211027,-0.646374,0.440171
93,-0.918025,3.45062,8.88171,0.0427048,0.0635777,-0.492849,0.593336,0.440171
94,-5.64997,0.0917732,-6.28244,0.0427048,0.443929,1.05622,-0.166818,0.440171
95,-1.81184,-8.32085,-3.06551,0.0427048,0.0231084,0.845481,-0.923548,0.440171
96,4.46828,-0.787816,-3.63548,0.0427048,0.59744,-1.61773,-0.505817,0.440171
97,-1.40694,8.75945,-0.155116,0.0427048,0.617884,0.44036,-1.23513,0.440171
98,-9.12937,-4.12252,-0.312671,0.0427048,0.583864,1.08925,0.152809,0.440171
99,-2.12953,7.06477,0.820439,0.0427048,0.646085,-1.52655,0.341481,0.440171
100,4.53849,-9.57655,-0.330957,0.0427048,0.709042,-0.539234,-0.721515,0.440171
101,4.23774,5.90503,4.37596,0.0427048,-1.07155,-0.771074,0.150713,0.440171
102,1.14048,9.70272,1.22299,0.0427048,-0.684394,0.871851,0.625952,0.440171
103,5.78937,-3.65418,-5.01267,0.0427048,-0.798281,-0.131164,-1.02931,0.440171
104,-7.81749,-1.22823,-3.40469,0.0427048,0.397047,-0.979511,0.889179,0.440171
105,1.00109,2.27393,0.311637,0.0427048,-2.41551,-0.393227,-1.41808,0.440171
106,8.92068,2.39458,-4.13828,0.0427048,-0.781824,-0.0631712,-0.781736,0.440171
107,5.21198,6.37954,-2.24282,0.0427048,-0.755237,-1.1454,-0.572154,0.440171
108,1.61032,1.40561,-8.53906,0.0427048,0.516862,0.342791,-0.971177,0.440171
109,1.36076,-0.273349,-3.8196,0.0427048,-0.679138,2.08357,-0.34086,0.440171
110,1.14292,-1.50956,-5.60559,0.0427048,-1.16802,-0.966119,-0.933569,0.440171
111,-1.90863,12.2293,-4.66287,0.0427048,-0.530487,-0.0502528,0.0312087,0.440171
112,3.14876,6.2855,-1.14758,0.0427048,1.33636,-0.15775,1.24043,0.440171
113,11.1151,-4.41677,-2.60632,0.0427048,-0.843599,0.313885,-0.0680103,0.440171
114,-2.97954,-5.32672,-4.70601,0.0427048,0.0610647,-0.939845,1.23719,0.440171
115,-2.49783,9.24058,-8.3978,0.0427048,-0.21613,0.316403,0.224128,0.440171
116,9.16895,-3.88867,-0.300095,0.0427048,0.174056,1.33468,-0.442646,0.440171
117,-5.92636,-10.1052,4.77291,0.0427048,-0.634184,0.343049,0.168931,0.440171
118,1.63101,-4.11737,-10.9018,0.0427048,-0.0639824,0.380207,0.487113,0.440171
119,-1.60589,-9.50134,4.17825,0.0427048,-0.457506,-0.713486,-0.854902,0.440171
120,4.51318,1.87492,-6.66454,0.0427048,-1.37336,-0.0946229,0.419684,0.440171
121,1.42171,12.448,5.1921,0.0427048,0.618245,0.264495,0.0450286,0.440171
122,-4.21821,1.2414,2.03003,0.0427048,0.917252,-2.05117,-0.282161,0.440171
123,8.94802,5.99708,2.81376,0.0427048,-0.363126,0.405598,1.09901,0.440171
124,-2.63277,7.26199,0.458332,0.0427048,0.081107,-1.34531,1.25624,0.440171
125,6.44176,1.16892,-3.04523,0.0427048,-0.161433,-0.536298,-1.72316,0.440171
126,-10.6048,1.22866,3.02186,0.0427048,0.810959,-0.717673,0.611176,0.440171
127,-3.93865,3.26945,-2.15961,0.0427048,1.83101,0.356446,-1.0883,0.440171
128,-1.81633,6.10861,1.80095,0.0427048,0.942234,-1.34289,-1.15068,0.440171
129,-7.70153,-0.713361,6.36862,0.0427048,0.587476,0.498512,1.04352,0.440171
130,-4.65473,7.8214,3.79481,0.0427048,-1.03034,0.526292,0.838519,0.440171
131,-7.39953,-0.897596,-2.63467,0.0427048,-0.574253,1.5146,0.704677,0.440171
132,-0.421465,-13.0509,0.410566,0.0427048,-0.017044,-1.09293,0.0243548,0.440171
133,11.4155,-3.67899,-5.40036,0.0427048,0.445495,0.758944,0.135499,0.440171
134,-10.0188,-5.86631,-2.55248,0.0427048,-0.424271,1.12542,0.137152,0.440171
135,1.25839,10.6874,3.79237,0.0427048,0.421652,-1.05891,0.459337,0.440171
136,3.1121,3.75355,7.86124,0.0427048,0.777047,-1.12765,-0.00303811,0.440171
137,6.89008,-9.59949,0.104203,0.0427048,-0.446621,0.699632,-1.0067,0.440171
138,-7.17813,3.93283,-1.1496,0.0427048,-1.52275,0.915305,-0.349738,0.440171
139,-10.0501,4.95492,-2.663,0.0427048,-0.145089,-1.15798,0.550173,0.440171
140,-5.14883,8.78635,6.80997,0.0427048,0.50717,0.54744,-0.696932,0.440171
141,-4.64849,-2.55901,0.110338,0.0427048,1.29683,1.70483,-0.917482,0.440171
142,3.82594,-3.0049,-3.7132,0.0427048,-0.658923,1.87641,-0.402136,0.440171
143,0.178249,1.68522,-5.5925,0.0427048,-0.92005,1.48371,-0.949842,0.440171
144,2.51147,-9.45941,0.0742753,0.0427048,-0.870957,-1.40438,0.018381,0.440171
145,-3.41507,-12.1375,-4.82026,0.0427048,-0.743333,0.604176,0.0211282,0.440171
146,9.75926,7.22827,-3.07869,0.0427048,-0.194547,-1.09487,0.380504,0.440171
147,-0.463442,7.65777,2.03647,0.0427048,-0.0393934,1.12621,1.48046,0.440171
148,-8.73574,-2.085,6.20979,0.0427048,-1.14927,0.304634,0.476391,0.440171
149,-7.95228,10.8751,-2.76225,0.0427048,-0.942218,-0.0135056,-0.373803,0.440171
150,8.64195,-1.56919,-0.503853,0.0427048,0.801209,1.14473,-1.15148,0.440171
151,6.73837,-9.0637,-1.34797,0.0427048,-0.157441,-0.894693,1.1236,0.440171
152,-6.37786,2.18304,-2.46514,0.0427048,-1.69003,-0.867465,-0.547564,0.440171
153,-13.3017,-3.37474,4.60725,0.0427048,-0.758291,-0.320321,0.309981,0.440171
154,-0.0901647,-5.90766,-3.4467,0.0427048,0.650996,-1.451,-1.17681,0.440171
155,7.34519,-3.59046,-11.3047,0.0427048,0.643625,-0.0350679,-0.333443,0.440171
156,-0.272065,-14.0758,-6.62635,0.0427048,-0.267064,0.505289,0.225293,0.440171
157,7.70874,10.7247,-3.42273,0.0427048,-0.148181,0.455065,0.941339,0.440171
158,7.45567,-5.23693,-9.4147,0.0427048,0.668323,-0.156674,0.627274,0.440171
159,-3.23889,0.841221,6.33807,0.0427048,1.74285,-0.490413,-0.130876,0.440171
160,0.610678,4.63681,-2.22629,0.0427048,-0.9835,2.05822,0.40388,0.440171
161,4.99752,-6.01515,-5.98861,0.0427048,-1.37475,-0.475337,0.362691,0.440171
162,16.5327,3.88945,1.3984,0.0427048,0.215503,-0.167832,-0.553768,0.440171
163,-3.61197,11.6911,-6.42475,0.0427048,-0.375556,-0.820899,0.454263,0.440171
164,-2.1377,-0.00420308,-2.91699,0.0427048,1.87859,-1.56304,0.910816,0.440171
165,-1.59601,8.25013,-6.71307,0.0427048,0.899603,1.06771,0.215218,0.440171
166,-0.868575,-11.2005,7.23744,0.0427048,-0.978867,-0.0778422,-0.482277,0.440171
167,-1.07923,6.96949,4.19787,0.0427048,-1.03168,-0.0611657,1.52444,0.440171
168,-8.60875,-15.768,-2.28883,0.0427048,0.0619206,0.353416,0.407158,0.440171
169,1.90036,-7.38773,0.110654,0.0427048,-0.861226,-1.81693,-0.531071,0.440171
170,1.55858,-16.7959,-0.884469,0.0427048,0.499284,-0.201186,0.615287,0.440171
171,-12.5738,4.91008,-0.870669,0.0427048,0.21498,1.27036,0.176811,0.440171
172,-0.333932,1.06867,-15.427,0.0427048,0.274697,0.528007,-0.0469467,0.440171
173,-6.57948,3.05244,12.6091,0.0427048,0.220964,-0.708921,-0.360903,0.440171
174,6.58825,-15.1213,0.767208,0.0427048,0.134706,0.382412,0.79945,0.440171
175,-0.0382236,-11.7629,-7.64476,0.0427048,0.301955,0.853699,-0.503709,0.440171
176,-4.94932,-0.615546,7.56531,0.0427048,-1.60773,-0.11111,-0.270161,0.440171
177,14.0417,-7.62979,6.7782,0.0427048,0.222989,-0.5,0.2005,0.440171
178,14.6286,3.67312,-2.07726,0.0427048,-0.800964,0.721367,0.096189,0.440171
179,-5.84,-4.17671,6.79404,0.0427048,-0.0406184,1.30179,-0.904606,0.440171
180,-5.1124,2.40829,5.8538,0.0427048,-1.07755,0.569041,1.36539,0.440171
181,0.748224,-4.78601,6.08473,0.0427048,1.0587,-1.51905,0.253427,0.440171
182,-7.39316,3.21268,4.30136,0.0427048,0.680118,1.63781,-0.00197358,0.440171
183,4.50717,2.0983,-1.64603,0.0427048,1.84197,1.57106,-0.30042,0.440171
184,-13.5326,-0.396026,4.60187,0.0427048,-0.578667,0.993137,0.222797,0.440171
185,-3.66606,4.7524,10.1955,0.0427048,0.00721183,-0.871724,0.968156,0.440171
186,8.75985,-4.44175,12.6783,0.0427048,-0.663866,-0.29813,0.115225,0.440171
187,5.64837,-10.7333,3.41191,0.0427048,1.2088,-0.573454,-0.472803,0.440171
188,-7.17127,7.57673,8.91616,0.0427048,-0.161035,0.774315,-0.812014,0.440171
189,0.0611314,-1.13457,6.24022,0.0427048,-1.99001,-0.55478,-0.0719581,0.440171
190,12.0662,12.3532,0.757759,0.0427048,0.476115,0.272259,-0.755683,0.440171
191,4.2598,10.0255,-2.26419,0.0427048,1.63652,-0.0125833,0.239091,0.440171
192,-2.2334,9.35584,-9.46846,0.0427048,0.12639,0.663844,-0.9624,0.440171
193,5.01414,-12.6434,-1.35991,0.0427048,-0.759151,1.15515,0.181763,0.440171
194,2.41309,13.274,6.4722,0.0427048,0.300616,0.00232424,-1.06678,0.440171
195,-5.69914,-12.2558,-9.14024,0.0427048,-0.547083,-0.68871,0.0519575,0.440171
196,-9.1687,1.74308,-5.58845,0.0427048,0.665799,1.07619,0.967806,0.440171
197,6.27001,-11.4174,-7.06656,0.0427048,0.117282,1.10455,0.217815,0.440171
198,-3.66393,-2.69628,-12.6933,0.0427048,-0.569959,0.150612,-0.989132,0.440171
199,-18.1851,3.05198,-4.63579,0.0427048,0.206376,0.565403,0.362717,0.440171
200,2.82853,-4.81714,1.82255,0.0427048,2.14333,-0.288249,-1.01793,0.440171
201,1.24084,-10.5321,-8.76001,0.0427048,-0.292087,-1.13481,-0.414129,0.440171
202,-0.579038,3.24684,-2.21747,0.0427048,-1.10743,0.0213657,-2.45868,0.440171
203,-2.86742,-2.83413,-11.7058,0.0427048,-1.00875,0.605851,0.610917,0.440171
204,5.8605,-7.94513,0.590467,0.0427048,1.21906,1.13683,-0.938096,0.440171
205,4.01695,8.66081,9.51442,0.0427048,-0.0766996,1.13023,-0.569217,0.440171
206,2.1614,0.856202,-9.39792,0.0427048,1.07586,0.37536,-1.20785,0.440171
207,1.17234,16.1053,1.5472,0.0427048,-0.0391216,1.0709,-0.480304,0.440171
208,0.960577,5.5549,-4.38256,0.0427048,-1.58496,0.393458,1.34653,0.440171
209,8.38451,-4.50013,-9.93632,0.0427048,0.116089,-0.398048,1.17472,0.440171
210,9.64431,-5.80248,7.86096,0.0427048,0.425907,-0.456425,1.13782,0.440171
211,-9.13615,6.12065,-1.82332,0.0427048,1.52754,-0.429496,0.733196,0.440171
212,-1.28208,-18.4052,4.22141,0.0427048,-0.623296,-0.476067,0.139076,0.440171
213,7.57501,17.4743,-0.525073,0.0427048,-0.393232,-0.23403,-0.734779,0.440171
214,0.618865,2.83188,2.76346,0.0427048,-0.132382,0.730581,-2.57259,0.440171
215,7.1594,-4.30926,1.7415,0.0427048,1.12314,1.34654,1.09421,0.440171
216,0.259489,14.617,-13.1045,0.0427048,-0.376733,-0.117139,0.300706,0.440171
217,-11.2539,14.1598,8.31458,0.0427048,0.0265272,0.0250242,-0.576773,0.440171
218,-1.19911,-9.05648,-5.87941,0.0427048,-0.137114,0.300546,-1.63241,0.440171
219,8.70216,13.1455,-0.0528545,0.0427048,0.0349529,-1.05396,0.736435,0.440171
220,-11.3772,-7.15768,-11.0595,0.0427048,0.177144,-0.847867,-0.142071,0.440171
221,-0.68198,-13.1934,-5.7753,0.0427048,-0.646284,-1.09617,0.380604,0.440171
222,9.19619,-1.25303,8.21311,0.0427048,0.998824,0.382682,-1.0201,0.440171
223,-6.8278,-14.2275,-3.01948,0.0427048,-1.2198,0.0995497,0.130308,0.440171
224,6.70261,-10.7426,-2.58079,0.0427048,1.04613,1.02388,0.608821,0.440171
225,-2.79709,-17.2102,-8.64858,0.0427048,0.283389,-0.619331,-0.31582,0.440171
226,-2.66334,-0.113353,-8.27201,0.0427048,0.548962,-0.972332,-1.49753,0.440171
227,7.02644,9.21485,-8.67021,0.0427048,-0.933035,-0.693925,0.569689,0.440171
228,0.312722,11.2793,10.0656,0.0427048,-0.870257,0.578926,-0.606772,0.440171
229,-8.97835,0.792787,5.91821,0.0427048,-0.77074,-0.08379,-1.54337,0.440171
230,-11.0559,13.3083,-4.01078,0.0427048,0.448902,-0.699961,-0.666934,0.440171
231,-0.848025,-3.86673,-3.41675,0.0427048,-0.599301,2.38003,-0.355826,0.440171
232,-1.66883,5.92165,-7.23473,0.0427048,0.690668,0.163499,1.68539,0.440171
233,18.8694,2.78183,4.28345,0.0427048,-0.146944,-0.0525368,-0.866128,0.440171
234,11.021,-15.3965,3.27682,0.0427048,-0.727442,0.458885,0.396828,0.440171
235,-0.861682,-17.9849,-4.16551,0.0427048,-0.530147,0.861674,0.0193264,0.440171
236,-1.7626,-21.4568,2.80448,0.0427048,-0.522686,-0.234728,-0.326092,0.440171
237,3.26996,18.6675,4.11028,0.0427048,0.799552,-0.227402,0.412188,0.440171
238,-10.8205,-17.4183,4.50815,0.0427048,-0.68498,0.242732,-0.00950573,0.440171
239,-3.58477,1.7436,-1.84778,0.0427048,-2.0516,1.68955,0.576383,0.440171
240,-1.79804,-8.9213,6.7595,0.0427048,-1.10629,1.26735,-0.0896432,0.440171
241,3.33547,3.74454,-18.5292,0.0427048,0.668174,-0.229972,0.0245102,0.440171
242,-8.6664,1.59051,-18.7441,0.0427048,-0.0845729,0.0285183,-0.499316,0.440171
243,5.11852,-6.88012,-17.4494,0.0427048,0.434414,-0.505109,-0.217123,0.440171
244,-2.6883,0.588414,-8.16746,0.0427048,0.737713,1.27382,1.23129,0.440171
245,2.49413,-6.52597,7.58066,0.0427048,-0.302529,1.28307,1.181,0.440171
246,-6.92082,15.9401,-4.39626,0.0427048,0.95333,0.351413,-0.445189,0.440171
247,-2.42235,3.20684,-2.41475,0.0427048,2.39737,-0.506849,-0.994184,0.440171
248,12.2398,4.36012,-14.7487,0.0427048,-0.363047,0.164302,-0.631806,0.440171
249,-13.783,8.80257,14.7435,0.0427048,0.268016,-0.307548,-0.100753,0.440171
250,-0.935178,9.86716,-3.65396,0.0427048,-1.68947,-0.777291,0.16143,0.440171
251,-8.68966,-0.366096,-4.71938,0.0427048,-1.18762,1.48966,-0.00593489,0.440171
252,0.176392,4.38698,-1.59235,0.0427048,-2.22416,-0.632783,1.39737,0.440171
253,1.10912,-2.89609,-8.16257,0.0427048,1.08177,1.60592,0.0884477,0.440171
254,-6.46688,-0.201893,4.23971,0.0427048,0.965935,-1.95537,-0.114404,0.440171
255,-11.3401,-13.7567,0.894737,0.0427048,-0.133329,0.53262,1.12223,0.440171
256,8.90896,-13.6906,-3.83956,0.0427048,-0.195517,-0.139229,-1.27855,0.440171
257,-7.6554,-8.70358,3.57383,0.0427048,1.55176,0.67042,0.458599,0.440171
258,-1.73204,4.65012,-15.6784,0.0427048,0.916293,0.212042,0.62704,0.440171
259,10.7841,-16.0438,7.75164,0.0427048,0.24025,-0.504147,0.622815,0.440171
260,-2.46891,-11.1841,-0.0294645,0.0427048,-1.42852,-0.572119,-1.1266,0.440171
261,11.8855,1.16514,-5.24572,0.0427048,-0.56002,0.743547,1.33702,0.440171
262,-5.69843,-0.595556,-8.30355,0.0427048,1.10839,0.860716,1.17733,0.440171
263,-1.65934,7.40823,-13.3075,0.0427048,-1.06228,-0.226473,-0.67989,0.440171
264,-19.9767,5.27726,7.26034,0.0427048,0.0363801,-0.714386,0.259881,0.440171
265,-0.289827,5.05436,-3.79889,0.0427048,1.8391,-0.018468,1.51903,0.440171
266,-1.52662,4.14832,-14.1577,0.0427048,-0.326878,1.08575,0.674774,0.440171
267,-4.36175,-0.751855,-2.46791,0.0427048,-0.0925216,-1.0854,2.39016,0.440171
268,0.866833,13.3917,8.16718,0.0427048,-1.3438,0.0652501,0.0742782,0.440171
269,-5.63584,-4.26892,-3.8896,0.0427048,-0.00776291,1.24037,-1.79868,0.440171
270,-16.7792,16.1932,5.11675,0.0427048,-0.148638,0.560295,-0.134378,0.440171
271,-12.8785,-0.322066,-17.7916,0.0427048,-0.159487,-0.599067,-0.150306,0.440171
272,-4.52838,0.847517,5.71891,0.0427048,-0.176868,1.95757,-1.00328,0.440171
273,-4.61768,7.94934,-2.21518,0.0427048,-1.14085,-1.69901,-0.483143,0.440171
274,15.1324,-9.02959,-9.67786,0.0427048,-0.514788,-0.152044,0.796471,0.440171
275,0.219571,6.03875,1.58987,0.0427048,-0.0370033,1.91305,1.62854,0.440171
276,-0.796428,17.55,11.6926,0.0427048,-0.298991,0.621718,-0.509584,0.440171
277,-2.8498,17.9181,8.73068,0.0427048,-0.450211,-0.542887,-0.697614,0.440171
278,14.4466,-3.00633,11.8397,0.0427048,0.573146,0.0415675,0.891879,0.440171
279,15.7348,5.94498,6.39263,0.0427048,-1.03386,0.0119822,-0.669392,0.440171
280,9.81958,12.3365,0.570701,0.0427048,-0.590237,-0.925855,-1.06984,0.440171
281,-0.609132,3.38013,-12.668,0.0427048,-1.11232,1.05636,-0.00803829,0.440171
282,2.27316,19.2788,-11.6343,0.0427048,0.00328701,0.347399,-0.646574,0.440171
283,7.36805,-5.05247,21.5219,0.0427048,-0.186587,0.477854,0.0722197,0.440171
284,-3.87749,14.8741,-9.75443,0.0427048,-0.950319,0.657588,-0.18625,0.440171
285,-3.49784,-19.8233,-1.23495,0.0427048,0.560505,-0.96322,0.191564,0.440171
286,-17.3631,-9.91909,-4.54669,0.0427048,-0.963768,-0.321719,-0.332382,0.440171
287,-4.15652,-18.7293,-4.0012,0.0427048,-0.167413,-1.09457,0.364239,0.440171
288,-3.08139,-0.167342,-9.71525,0.0427048,0.977182,-0.4978,-1.50744,0.440171
289,-4.93284,17.8521,17.1067,0.0427048,-0.0722182,0.182661,-0.360491,0.440171
290,-8.97151,14.5694,-13.3204,0.0427048,-0.248111,0.503418,-0.658386,0.440171
291,-7.93967,-7.09143,-13.7583,0.0427048,-0.200749,0.365589,1.15,0.440171
292,8.15047,6.32968,1.85587,0.0427048,1.5832,-0.454689,-1.23052,0.440171
293,-17.0584,-5.41375,-1.67636,0.0427048,0.173288,-0.194346,-1.34248,0.440171
294,-8.30298,4.33374,-0.235463,0.0427048,-0.80661,0.0770745,-2.06247,0.440171
295,7.47437,15.2664,-3.96501,0.0427048,-0.685403,1.1396,-0.369297,0.440171
296,7.2607,-1.11888,3.33716,0.0427048,0.130775,1.98766,-1.08151,0.440171
297,-21.4706,-8.09076,-9.03178,0.0427048,0.374524,-0.430389,0.320271,0.440171
298,-11.7623,4.76551,-13.8895,0.0427048,0.0282283,0.917437,-0.654994,0.440171
299,3.11394,10.8636,17.6857,0.0427048,0.601082,0.351942,-0.583987,0.440171
300,3.34952,12.4952,-11.0528,0.0427048,-0.0253227,0.0819555,1.31194,0.440171
